Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Age Number,Age Unit,Grouped Sex upon Outcome
A701245,Katie,2015-04-27 19:15:00,Apr 2015,2012-10-26,Return to Owner,Dog,Spayed Female,913,Labrador Retriever,Yellow,2,365.0,Fixed
A710419,*Darby,2015-12-17 15:29:00,Dec 2015,2013-08-22,Transfer,Cat,Spayed Female,847,Domestic Shorthair Mix,Tortie,2,365.0,Fixed
A743904,Storm,2017-02-24 17:01:00,Feb 2017,2016-02-19,Transfer,Cat,Neutered Male,371,Domestic Shorthair Mix,Brown Tabby,1,365.0,Fixed
A688011,Cuddles,2014-11-05 15:47:00,Nov 2014,2011-09-13,Return to Owner,Cat,Neutered Male,1149,Domestic Shorthair Mix,Blue Tabby,3,365.0,Fixed
A772300,Ambrosia,2018-06-04 13:01:00,Jun 2018,2018-04-02,Adoption,Cat,Spayed Female,63,Domestic Medium Hair Mix,Black Smoke,2,30.0,Fixed
A760029,Rapunzel,2018-01-13 17:28:00,Jan 2018,2014-10-11,Adoption,Dog,Spayed Female,1190,Chihuahua Shorthair Mix,Black,3,365.0,Fixed
A776186,Max,2018-07-11 11:40:00,Jul 2018,2016-07-10,Return to Owner,Dog,Neutered Male,731,German Shepherd Mix,Brown/Black,2,365.0,Fixed
A732392,*Jana,2016-09-02 16:08:00,Sep 2016,2014-08-06,Adoption,Cat,Spayed Female,758,Siamese Mix,Tortie,2,365.0,Fixed
A556525,Tito,2016-06-24 13:14:00,Jun 2016,2009-04-24,Transfer,Dog,Neutered Male,2618,Cocker Spaniel Mix,Black,7,365.0,Fixed
A830794,*Toby,2021-03-16 18:02:00,Mar 2021,2009-03-16,Return to Owner,Cat,Neutered Male,4383,Domestic Medium Hair,Black,12,365.0,Fixed
A837754,*Pipi,2021-07-03 14:06:00,Jul 2021,2020-12-28,Adoption,Other,Intact Female,187,Guinea Pig,White/Black,6,30.0,Intact
A704714,*Paloma,2015-08-31 18:22:00,Aug 2015,2015-05-14,Adoption,Cat,Spayed Female,109,Domestic Medium Hair Mix,Black,3,30.0,Fixed
A708294,Sage,2015-08-18 13:39:00,Aug 2015,2005-07-25,Transfer,Dog,Intact Female,3676,Pit Bull Mix,Red/Red,10,365.0,Intact
A738160,Juno,2016-11-25 11:20:00,Nov 2016,2016-01-11,Adoption,Dog,Spayed Female,319,Pit Bull Mix,Blue/White,10,30.0,Fixed
A772117,*Fern,2018-07-17 08:39:00,Jul 2018,2018-04-08,Adoption,Cat,Spayed Female,100,Domestic Shorthair,Calico,3,30.0,Fixed
A560777,Puppy,2016-11-16 14:07:00,Nov 2016,2007-05-12,Return to Owner,Dog,Neutered Male,3476,German Shepherd/Pit Bull,Brown/Black,9,365.0,Fixed
A694493,*Fiona,2016-07-20 12:50:00,Jul 2016,2011-03-10,Adoption,Dog,Spayed Female,1959,Pit Bull Mix,Black/White,5,365.0,Fixed
A735213,*Edina,2016-11-28 12:53:00,Nov 2016,2014-09-20,Adoption,Dog,Spayed Female,800,Pit Bull Mix,Brown Brindle,2,365.0,Fixed
A725797,Pistachio,2016-05-08 13:37:00,May 2016,2016-03-03,Adoption,Cat,Intact Female,66,Domestic Shorthair Mix,Blue Tabby,2,30.0,Intact
A795607,Kisses,2019-06-02 18:55:00,Jun 2019,2018-05-22,Adoption,Other,Neutered Male,376,Rabbit Sh,Brown/White,1,365.0,Fixed
A812432,Pharo,2020-02-19 14:05:00,Feb 2020,2019-07-22,Transfer,Dog,Neutered Male,212,Pit Bull,White/Brown,6,30.0,Fixed
A823156,Jeda,2020-09-17 15:12:00,Sep 2020,2006-09-17,Transfer,Dog,Spayed Female,5114,Chihuahua Shorthair/Doberman Pinsch,Brown,14,365.0,Fixed
A782493,Lady,2018-10-17 17:28:00,Oct 2018,2017-10-16,Return to Owner,Dog,Intact Female,366,German Shepherd Mix,Tan/Black,1,365.0,Intact
A798711,Jack,2019-09-03 10:26:00,Sep 2019,2019-05-13,Adoption,Cat,Neutered Male,113,Domestic Shorthair,White/Blue,3,30.0,Fixed
A670301,Sedona,2014-01-05 16:43:00,Jan 2014,2000-01-05,Return to Owner,Dog,Spayed Female,5114,Labrador Retriever Mix,Black,14,365.0,Fixed
A664054,*Helena,2013-12-31 17:15:00,Dec 2013,2012-09-28,Transfer,Dog,Spayed Female,459,Plott Hound Mix,Brown Brindle/White,1,365.0,Fixed
A767190,Carter,2018-03-27 18:02:00,Mar 2018,2013-02-24,Adoption,Dog,Neutered Male,1857,Pembroke Welsh Corgi/Chihuahua Shorthair,Tan,5,365.0,Fixed
A838778,Zuki,2021-07-19 18:24:00,Jul 2021,2020-09-12,Adoption,Dog,Spayed Female,310,Pit Bull,Black,10,30.0,Fixed
A743279,Racks,2017-02-10 15:23:00,Feb 2017,2013-02-07,Return to Owner,Dog,Intact Male,1464,English Bulldog Mix,White,4,365.0,Intact
A754442,*Potter,2017-08-19 14:55:00,Aug 2017,2012-07-21,Adoption,Dog,Neutered Male,1855,Pit Bull Mix,Tan/White,5,365.0,Fixed
A703688,*Ernie,2015-07-08 17:11:00,Jul 2015,2015-04-19,Adoption,Cat,Neutered Male,80,Domestic Shorthair Mix,Orange Tabby/White,2,30.0,Fixed
A739969,*Sheba,2016-12-14 17:28:00,Dec 2016,2015-12-09,Adoption,Dog,Spayed Female,371,Great Pyrenees Mix,White,1,365.0,Fixed
A672321,Debo,2014-02-19 17:01:00,Feb 2014,2011-02-08,Return to Owner,Dog,Neutered Male,1107,Miniature Pinscher,Black/Brown,3,365.0,Fixed
A664223,Moby,2013-10-01 11:03:00,Oct 2013,2009-09-30,Return to Owner,Dog,Neutered Male,1462,Bulldog Mix,White,4,365.0,Fixed
A825789,*Randy,2021-01-07 15:10:00,Jan 2021,2020-11-06,Adoption,Dog,Neutered Male,62,Chihuahua Shorthair Mix,Brown/White,2,30.0,Fixed
A794669,Big Boi,2019-08-28 18:42:00,Aug 2019,2019-02-23,Adoption,Dog,Neutered Male,186,Plott Hound Mix,Black Brindle/White,6,30.0,Fixed
A694701,Peaches,2015-01-02 18:32:00,Jan 2015,2014-01-02,Return to Owner,Dog,Spayed Female,365,Boxer/Labrador Retriever,White/Brown Brindle,1,365.0,Fixed
A737502,Ivory,2016-11-05 16:00:00,Nov 2016,2016-08-23,Adoption,Cat,Intact Female,74,Domestic Shorthair Mix,Blue/White,2,30.0,Intact
A767718,Yankee,2018-03-11 15:25:00,Mar 2018,2017-12-22,Adoption,Dog,Neutered Male,79,Border Terrier,Cream/White,2,30.0,Fixed
A727012,*Libby,2016-05-28 18:17:00,May 2016,2014-11-17,Adoption,Dog,Spayed Female,558,Labrador Retriever Mix,Tan/White,1,365.0,Fixed
A825782,Luna,2020-12-18 16:13:00,Dec 2020,2019-11-12,Adoption,Cat,Spayed Female,402,Domestic Shorthair,Calico,1,365.0,Fixed
A647538,Rocky,2015-05-28 10:09:00,May 2015,2011-02-12,Euthanasia,Dog,Neutered Male,1566,Pit Bull Mix,Brown Brindle/White,4,365.0,Fixed
A690817,Arnie,2014-10-30 14:05:00,Oct 2014,2012-10-26,Transfer,Dog,Intact Male,734,Rat Terrier Mix,Black/Tan,2,365.0,Intact
A840324,*Wally,2021-09-05 15:25:00,Sep 2021,2019-08-05,Adoption,Dog,Neutered Male,762,German Shepherd/Great Pyrenees,Black/Brown,2,365.0,Fixed
A711135,Penguin,2015-09-18 13:22:00,Sep 2015,2015-03-02,Transfer,Cat,Spayed Female,200,Domestic Shorthair Mix,Brown Tabby/White,6,30.0,Fixed
A766681,*Strider,2018-02-20 00:00:00,Feb 2018,2017-02-14,Transfer,Dog,Neutered Male,371,Collie Rough/Great Pyrenees,Red/Cream,1,365.0,Fixed
A813226,*Snuggles,2020-05-12 09:41:00,May 2020,2019-06-06,Adoption,Cat,Neutered Male,341,Domestic Shorthair,Brown Tabby/White,11,30.0,Fixed
A832919,307 Grams,2021-04-21 18:13:00,Apr 2021,2021-04-06,Transfer,Cat,Intact Female,15,Domestic Shorthair,Tortie,2,7.0,Intact
A730541,*Lolly,2016-07-12 13:28:00,Jul 2016,2015-07-06,Transfer,Dog,Spayed Female,372,Chihuahua Longhair Mix,Tan/White,1,365.0,Fixed
A735877,Jake,2016-10-01 14:59:00,Oct 2016,2004-10-01,Return to Owner,Dog,Intact Male,4383,Australian Cattle Dog Mix,Brown/White,12,365.0,Intact
A716764,*Lolly,2016-09-04 15:49:00,Sep 2016,2007-11-24,Adoption,Dog,Spayed Female,3207,Chihuahua Shorthair Mix,Black,8,365.0,Fixed
A734885,Chloe,2016-09-18 12:50:00,Sep 2016,2014-09-16,Adoption,Dog,Spayed Female,733,Parson Russell Terrier Mix,White/Brown,2,365.0,Fixed
A762001,*Spruce,2017-12-04 16:47:00,Dec 2017,2015-11-13,Adoption,Dog,Neutered Male,752,Catahoula Mix,Brown Merle/White,2,365.0,Fixed
A721997,Manolo,2016-03-12 12:30:00,Mar 2016,2015-03-08,Adoption,Dog,Neutered Male,370,Great Pyrenees,White,1,365.0,Fixed
A688024,Belle,2016-05-17 17:04:00,May 2016,2009-09-13,Return to Owner,Dog,Spayed Female,2438,Chihuahua Shorthair/Pug,Brown,6,365.0,Fixed
A810676,Bichot,2019-12-18 17:23:00,Dec 2019,2012-06-18,Return to Owner,Dog,Spayed Female,2739,Miniature Schnauzer,Gray,7,365.0,Fixed
A586787,Ninja,2015-06-20 15:06:00,Jun 2015,2010-04-12,Return to Owner,Dog,Neutered Male,1895,Miniature Schnauzer Mix,Black,5,365.0,Fixed
A719483,*Babs,2016-01-23 16:01:00,Jan 2016,2015-11-30,Transfer,Dog,Intact Female,54,Labrador Retriever Mix,Yellow,1,30.0,Intact
A818631,*Mischa,2020-10-29 10:30:00,Oct 2020,2017-06-11,Adoption,Cat,Spayed Female,1236,Domestic Shorthair,Black/White,3,365.0,Fixed
A837274,Silverstreak,2021-08-03 17:23:00,Aug 2021,2009-06-21,Rto-Adopt,Cat,Neutered Male,4426,Domestic Shorthair Mix,Brown Tabby/White,12,365.0,Fixed
A723030,Max,2016-03-28 17:12:00,Mar 2016,2014-09-25,Transfer,Dog,Neutered Male,550,Pug/Chihuahua Shorthair,Tan/Black,1,365.0,Fixed
A730654,Tabra,2016-07-31 15:44:00,Jul 2016,2009-07-08,Adoption,Cat,Spayed Female,2580,Domestic Shorthair Mix,Brown Tabby,7,365.0,Fixed
A731452,Kevin,2021-06-28 13:48:00,Jun 2021,2014-07-22,Euthanasia,Dog,Neutered Male,2533,Labrador Retriever Mix,Tan,6,365.0,Fixed
A826728,Mama Dog,2020-12-08 14:45:00,Dec 2020,2015-12-04,Transfer,Dog,Spayed Female,1831,Labrador Retriever Mix,Tan/White,5,365.0,Fixed
A781961,*Kylo,2018-10-16 18:44:00,Oct 2018,2018-05-24,Adoption,Dog,Neutered Male,145,Labrador Retriever Mix,Black,4,30.0,Fixed
A783454,Nemo,2018-11-07 18:40:00,Nov 2018,2018-09-07,Adoption,Cat,Neutered Male,61,Domestic Shorthair Mix,Black/White,1,30.0,Fixed
A759624,Sammy,2017-10-06 15:19:00,Oct 2017,2016-10-04,Transfer,Dog,Intact Male,367,Miniature Poodle Mix,Black,1,365.0,Intact
A767133,Mia,2018-02-24 13:41:00,Feb 2018,2017-02-24,Return to Owner,Dog,Spayed Female,365,Labrador Retriever Mix,Chocolate/White,1,365.0,Fixed
A694478,Trixie,2015-01-01 18:58:00,Jan 2015,2014-04-29,Adoption,Dog,Spayed Female,247,Pbgv,Brown,8,30.0,Fixed
A838061,*Joe Frogger,2021-08-09 18:23:00,Aug 2021,2021-05-02,Adoption,Cat,Neutered Male,99,Domestic Shorthair,White/Black,3,30.0,Fixed
A838039,Dante,2021-09-02 16:00:00,Sep 2021,2020-07-02,Adoption,Dog,Neutered Male,427,Chihuahua Shorthair,Yellow,1,365.0,Fixed
A808190,*Boots,2019-12-11 10:39:00,Dec 2019,2019-10-05,Adoption,Cat,Spayed Female,67,Domestic Shorthair,Black/White,2,30.0,Fixed
A841226,Summer,2021-08-31 16:02:00,Aug 2021,2016-08-23,Adoption,Dog,Spayed Female,1834,German Shepherd,Brown/Black,5,365.0,Fixed
A759201,Zeus,2017-10-02 17:03:00,Oct 2017,2017-04-17,Adoption,Dog,Neutered Male,168,Labrador Retriever Mix,Black/White,5,30.0,Fixed
A742585,Salem,2017-01-26 18:56:00,Jan 2017,2016-11-24,Adoption,Dog,Spayed Female,63,Labrador Retriever Mix,Black/Tan,2,30.0,Fixed
A758790,Jelly,2019-01-20 13:40:00,Jan 2019,2017-04-22,Adoption,Dog,Spayed Female,638,Dutch Shepherd Mix,Brown Brindle/White,1,365.0,Fixed
A614482,Miss Oliver,2016-10-03 12:59:00,Oct 2016,2002-11-21,Return to Owner,Cat,Spayed Female,5065,Domestic Medium Hair Mix,Brown Tabby/White,13,365.0,Fixed
A698293,Maddi,2015-03-18 18:10:00,Mar 2015,2014-03-09,Return to Owner,Dog,Spayed Female,374,Soft Coated Wheaten Terrier,White/Gray,1,365.0,Fixed
A652104,Clause,2015-11-22 11:17:00,Nov 2015,2012-04-22,Return to Owner,Dog,Neutered Male,1309,Chihuahua Shorthair Mix,Brown,3,365.0,Fixed
A715645,*Jolly,2017-03-22 12:51:00,Mar 2017,2014-11-07,Adoption,Dog,Spayed Female,866,Pit Bull Mix,Black/White,2,365.0,Fixed
A682925,*Astrid,2014-09-03 17:58:00,Sep 2014,2012-07-04,Adoption,Dog,Spayed Female,791,Manchester Terrier Mix,Black/White,2,365.0,Fixed
A712687,*Jules,2015-09-30 17:53:00,Sep 2015,2015-06-26,Adoption,Dog,Neutered Male,96,Dachshund Mix,Tricolor,3,30.0,Fixed
A785564,Tom Brady,2018-12-19 18:49:00,Dec 2018,2016-12-05,Adoption,Cat,Neutered Male,744,Domestic Shorthair Mix,Blue/White,2,365.0,Fixed
A730898,*Seth,2016-11-27 16:38:00,Nov 2016,2012-07-12,Adoption,Dog,Neutered Male,1599,Pit Bull Mix,Black/White,4,365.0,Fixed
A841359,A841359,2021-08-31 18:10:00,Aug 2021,2021-02-26,Adoption,Cat,Spayed Female,186,Domestic Shorthair,Brown Tabby,6,30.0,Fixed
A799324,Violet,2020-07-31 08:38:00,Jul 2020,2019-04-22,Adoption,Cat,Spayed Female,466,Domestic Shorthair Mix,Black,1,365.0,Fixed
A738649,*Harrison,2017-02-04 12:02:00,Feb 2017,2016-11-19,Adoption,Cat,Neutered Male,77,Domestic Shorthair Mix,Black/White,2,30.0,Fixed
A719266,Piglet,2016-06-30 18:48:00,Jun 2016,2016-01-09,Adoption,Dog,Spayed Female,173,Labrador Retriever Mix,Black/White,5,30.0,Fixed
A774522,Barnaby,2018-08-26 14:48:00,Aug 2018,2018-05-09,Adoption,Cat,Neutered Male,109,Domestic Shorthair Mix,Brown Tabby,3,30.0,Fixed
A685715,Scooter,2014-08-13 18:18:00,Aug 2014,2007-08-11,Return to Owner,Dog,Intact Male,2559,Yorkshire Terrier Mix,Brown/Black,7,365.0,Intact
A674495,Tinka,2016-04-08 13:00:00,Apr 2016,2006-03-14,Return to Owner,Dog,Spayed Female,3678,Miniature Schnauzer,Gray/White,10,365.0,Fixed
A785569,Patches,2019-02-07 18:22:00,Feb 2019,2018-04-05,Transfer,Cat,Spayed Female,308,Domestic Shorthair Mix,Calico,10,30.0,Fixed
A789812,Loki,2019-02-28 12:50:00,Feb 2019,2018-02-28,Return to Owner,Dog,Neutered Male,365,Bull Terrier Mix,Brown Brindle,1,365.0,Fixed
A764673,*Harper,2018-02-16 18:57:00,Feb 2018,2017-10-10,Adoption,Dog,Spayed Female,129,Chihuahua Shorthair Mix,Tan/White,4,30.0,Fixed
A653524,*Acorn,2015-11-29 16:06:00,Nov 2015,2012-05-07,Transfer,Cat,Neutered Male,1301,Domestic Shorthair Mix,Black/White,3,365.0,Fixed
A732871,Chuy,2020-01-03 14:22:00,Jan 2020,2014-08-14,Adoption,Dog,Neutered Male,1968,American Bulldog Mix,Black/White,5,365.0,Fixed
A782298,*Mookie,2018-12-14 06:43:00,Dec 2018,2018-10-13,Adoption,Dog,Neutered Male,62,German Shepherd Mix,Black/Brown,2,30.0,Fixed
A672156,Blue,2014-04-06 17:32:00,Apr 2014,2013-12-21,Adoption,Cat,Neutered Male,106,Domestic Shorthair Mix,Orange Tabby,3,30.0,Fixed
A740104,*Sammie,2016-12-20 18:37:00,Dec 2016,2002-12-11,Transfer,Dog,Spayed Female,5123,Rat Terrier Mix,Black/White,14,365.0,Fixed
A839439,*Fabricia,2021-08-04 17:29:00,Aug 2021,2020-08-22,Adoption,Dog,Spayed Female,347,Labrador Retriever/Plott Hound,Black/Brown Brindle,11,30.0,Fixed
A664420,Bevo,2019-05-03 22:14:00,May 2019,2013-05-03,Adoption,Cat,Neutered Male,2191,Domestic Longhair Mix,Orange Tabby,6,365.0,Fixed
A772362,Baymax,2018-05-26 15:11:00,May 2018,2017-05-18,Adoption,Dog,Neutered Male,373,Labrador Retriever Mix,Buff,1,365.0,Fixed
A716406,Peabody,2015-11-29 14:03:00,Nov 2015,2010-11-19,Transfer,Cat,Neutered Male,1836,Domestic Shorthair Mix,Orange Tabby,5,365.0,Fixed
A583757,Slash,2014-08-04 11:39:00,Aug 2014,2005-09-08,Return to Owner,Dog,Neutered Male,3252,Labrador Retriever,Black,8,365.0,Fixed
A769150,Gizmo,2018-04-01 19:23:00,Apr 2018,2015-03-31,Adoption,Dog,Neutered Male,1097,Beagle Mix,Tricolor,3,365.0,Fixed
A794497,*Maya,2020-01-15 14:04:00,Jan 2020,2019-04-08,Adoption,Cat,Spayed Female,282,Domestic Shorthair,Black/White,9,30.0,Fixed
A765483,Lulu,2018-02-03 17:29:00,Feb 2018,2017-09-18,Adoption,Dog,Spayed Female,138,Labrador Retriever Mix,Brown,4,30.0,Fixed
A795793,Molly,2019-05-24 18:51:00,May 2019,2017-05-24,Return to Owner,Dog,Spayed Female,730,Pit Bull,Brown Brindle/White,2,365.0,Fixed
A737361,*Ethel,2017-04-15 15:33:00,Apr 2017,2016-09-19,Adoption,Cat,Spayed Female,208,Domestic Shorthair Mix,Calico/White,6,30.0,Fixed
A812655,*Barbie,2020-01-30 14:18:00,Jan 2020,2019-01-25,Transfer,Dog,Intact Female,370,Chihuahua Shorthair,Tan/Tan,1,365.0,Intact
A813604,Tito,2020-02-15 18:56:00,Feb 2020,2019-08-30,Adoption,Cat,Neutered Male,169,Domestic Shorthair,Brown Tabby,5,30.0,Fixed
A759904,Bullet,2017-10-14 17:03:00,Oct 2017,2015-10-09,Adoption,Dog,Neutered Male,736,Dachshund Mix,Brown,2,365.0,Fixed
A616576,Lucy,2015-12-26 12:49:00,Dec 2015,2008-12-26,Return to Owner,Dog,Spayed Female,2556,Blue Lacy/Collie Smooth,Tricolor,7,365.0,Fixed
A710987,Big John,2015-09-23 19:05:00,Sep 2015,2013-10-08,Adoption,Dog,Neutered Male,715,Labrador Retriever Mix,White/Brown,1,365.0,Fixed
A773286,Ruby,2018-06-24 18:23:00,Jun 2018,2018-04-07,Adoption,Cat,Spayed Female,78,Domestic Shorthair Mix,Orange Tabby,2,30.0,Fixed
A817861,Beauty,2020-06-06 15:06:00,Jun 2020,2018-05-27,Adoption,Dog,Spayed Female,741,American Bulldog,Black Brindle/White,2,365.0,Fixed
A765633,Stella,2018-01-24 00:00:00,Jan 2018,2016-03-03,Transfer,Cat,Spayed Female,692,Domestic Shorthair Mix,Gray/White,1,365.0,Fixed
A719546,Blue,2016-01-24 18:00:00,Jan 2016,2015-11-15,Adoption,Cat,Neutered Male,70,Domestic Medium Hair Mix,Blue,2,30.0,Fixed
A761923,*Sriracha,2017-12-20 08:08:00,Dec 2017,2017-10-04,Adoption,Cat,Spayed Female,77,Domestic Medium Hair Mix,Black/White,2,30.0,Fixed
A729459,Moon,2016-06-20 15:52:00,Jun 2016,2015-06-18,Return to Owner,Dog,Intact Male,368,German Shepherd Mix,Brown/Black,1,365.0,Intact
A669745,Missy,2013-12-31 15:25:00,Dec 2013,2013-10-11,Transfer,Dog,Spayed Female,81,Dachshund/Chihuahua Shorthair,Tan/White,2,30.0,Fixed
A727763,*Wally,2016-07-02 17:05:00,Jul 2016,2016-04-03,Adoption,Cat,Neutered Male,90,Domestic Shorthair Mix,White/Black,2,30.0,Fixed
A739881,Cricket,2016-12-08 15:08:00,Dec 2016,2014-06-17,Return to Owner,Dog,Intact Male,905,Chihuahua Shorthair Mix,White/Red,2,365.0,Intact
A773734,Dillon,2019-09-01 11:19:00,Sep 2019,2017-06-04,Transfer,Dog,Neutered Male,819,Cavalier Span Mix,Red/White,2,365.0,Fixed
A807437,*Simon,2019-11-07 17:36:00,Nov 2019,2018-10-25,Adoption,Dog,Neutered Male,378,Pit Bull,White,1,365.0,Fixed
A835839,A835839,2021-06-09 18:02:00,Jun 2021,2020-06-02,Adoption,Dog,Spayed Female,372,Chihuahua Shorthair,Brown/White,1,365.0,Fixed
A802872,*Bandit,2019-08-29 18:09:00,Aug 2019,2018-08-24,Adoption,Dog,Neutered Male,370,Labrador Retriever Mix,Brown/Tricolor,1,365.0,Fixed
A702922,Lili,2015-05-27 17:02:00,May 2015,2014-03-21,Return to Owner,Dog,Spayed Female,432,Chihuahua Shorthair/Swedish Vallhund,Brown/Black,1,365.0,Fixed
A826466,Jersey,2020-12-07 12:54:00,Dec 2020,2017-11-29,Return to Owner,Cat,Spayed Female,1104,Domestic Shorthair,Tortie,3,365.0,Fixed
A811823,*Bolt,2021-06-03 16:03:00,Jun 2021,2019-09-22,Rto-Adopt,Dog,Neutered Male,620,American Staffordshire Terrier,White,1,365.0,Fixed
A721673,Stack,2016-03-06 19:09:00,Mar 2016,2015-12-02,Euthanasia,Dog,Intact Male,95,Pit Bull Mix,Black/White,3,30.0,Intact
A840552,Major,2021-08-17 16:11:00,Aug 2021,2021-05-10,Adoption,Dog,Neutered Male,99,Chihuahua Shorthair,White/Brown,3,30.0,Fixed
A674938,Shiva,2018-02-05 17:55:00,Feb 2018,2010-03-20,Adoption,Dog,Spayed Female,2879,Australian Cattle Dog Mix,Black/White,7,365.0,Fixed
A734585,Fish,2016-09-29 17:07:00,Sep 2016,2016-07-13,Adoption,Cat,Intact Female,78,Domestic Shorthair Mix,Blue,2,30.0,Intact
A781721,Kodak,2018-10-04 16:27:00,Oct 2018,2017-04-04,Return to Owner,Dog,Intact Male,548,German Shepherd Mix,White,1,365.0,Intact
A774084,Sugar,2018-06-11 19:30:00,Jun 2018,2015-12-11,Return to Owner,Dog,Spayed Female,913,Australian Cattle Dog Mix,White/Tan,2,365.0,Fixed
A719155,*Hawk,2016-01-21 16:15:00,Jan 2016,2015-01-14,Adoption,Dog,Neutered Male,372,Anatol Shepherd Mix,Tan/Black,1,365.0,Fixed
A733773,*Cookie,2017-04-15 15:15:00,Apr 2017,2015-08-26,Adoption,Dog,Spayed Female,598,Bulldog Mix,Brown/Tan,1,365.0,Fixed
A822550,Corazon,2020-09-16 18:56:00,Sep 2020,2020-06-04,Adoption,Cat,Spayed Female,104,Domestic Shorthair Mix,Black/White,3,30.0,Fixed
A708529,Daisy,2015-07-31 14:42:00,Jul 2015,2015-07-07,Transfer,Dog,Intact Female,24,Pit Bull Mix,White/Brown,3,7.0,Intact
A760782,*River,2018-01-03 17:09:00,Jan 2018,2017-08-23,Adoption,Cat,Neutered Male,133,Domestic Shorthair Mix,Black,4,30.0,Fixed
A710492,*Fudge,2015-10-31 07:49:00,Oct 2015,2015-07-24,Adoption,Cat,Neutered Male,99,Domestic Longhair Mix,Brown Tabby,3,30.0,Fixed
A775616,*Pippa,2018-07-05 14:09:00,Jul 2018,2015-07-02,Transfer,Dog,Intact Female,1099,Australian Shepherd Mix,Red Merle/White,3,365.0,Intact
A775323,Charlie,2018-07-03 16:32:00,Jul 2018,2016-06-28,Adoption,Dog,Neutered Male,735,Chihuahua Shorthair Mix,Brown,2,365.0,Fixed
A691485,*Twyla,2017-02-27 12:29:00,Feb 2017,2013-05-05,Transfer,Dog,Spayed Female,1394,Boxer/Pit Bull,Tricolor,3,365.0,Fixed
A799848,Luna,2019-07-24 13:49:00,Jul 2019,2014-07-12,Transfer,Dog,Intact Female,1838,Labrador Retriever,Red,5,365.0,Intact
A720411,Leonard,2020-02-18 14:22:00,Feb 2020,2013-08-09,Return to Owner,Cat,Neutered Male,2384,Domestic Shorthair Mix,Black,6,365.0,Fixed
A716874,Romeo,2015-11-28 14:33:00,Nov 2015,2013-05-27,Return to Owner,Dog,Neutered Male,915,Pit Bull Mix,Red/White,2,365.0,Fixed
A793898,*Tortellini,2019-06-17 17:53:00,Jun 2019,2019-04-01,Adoption,Cat,Neutered Male,77,Domestic Shorthair Mix,Brown Tabby/White,2,30.0,Fixed
A807894,*Jordan,2019-12-06 16:46:00,Dec 2019,2019-10-01,Adoption,Dog,Neutered Male,66,Labrador Retriever Mix,Gold/White,2,30.0,Fixed
A793268,Dali,2020-09-09 09:20:00,Sep 2020,2010-07-23,Adoption,Dog,Neutered Male,3701,Pit Bull Mix,Tan/White,10,365.0,Fixed
A788339,Mykonos,2019-03-07 16:57:00,Mar 2019,2017-01-31,Adoption,Dog,Spayed Female,765,Cardigan Welsh Corgi/Golden Retriever,Gold,2,365.0,Fixed
A773569,Freddy,2018-06-03 13:14:00,Jun 2018,2005-06-03,Return to Owner,Dog,Neutered Male,4748,Labrador Retriever Mix,Red,13,365.0,Fixed
A808102,Boots,2019-12-31 08:10:00,Dec 2019,2019-10-01,Adoption,Cat,Neutered Male,91,Domestic Shorthair,Brown Tabby/White,2,30.0,Fixed
A743299,Daisy,2017-02-10 12:23:00,Feb 2017,2016-08-07,Adoption,Dog,Spayed Female,187,Harrier Mix,White/Tan,6,30.0,Fixed
A795658,Trina,2019-05-26 14:34:00,May 2019,2017-05-23,Return to Owner,Dog,Intact Female,733,American Pit Bull Terrier,Black/White,2,365.0,Intact
A828970,Coco,2021-03-02 17:24:00,Mar 2021,2020-01-30,Adoption,Dog,Spayed Female,397,Siberian Husky Mix,White/Brown,1,365.0,Fixed
A759132,Lucy,2017-11-21 15:08:00,Nov 2017,2016-09-27,Adoption,Dog,Spayed Female,420,Labrador Retriever Mix,White/Brown,1,365.0,Fixed
A664806,Fergus,2014-01-26 17:06:00,Jan 2014,2012-04-09,Adoption,Dog,Neutered Male,657,West Highland Mix,White,1,365.0,Fixed
A749074,*Cali,2017-06-16 13:38:00,Jun 2017,2017-03-26,Adoption,Cat,Spayed Female,82,Domestic Shorthair Mix,Calico,2,30.0,Fixed
A787852,Ringo,2019-02-18 13:13:00,Feb 2019,2006-05-21,Adoption,Cat,Neutered Male,4656,Domestic Longhair Mix,Blue,12,365.0,Fixed
A708284,*Tisha,2015-08-25 15:17:00,Aug 2015,2015-05-03,Transfer,Cat,Spayed Female,114,Domestic Shorthair Mix,Calico/Brown,3,30.0,Fixed
A786785,*Tully,2019-01-10 12:29:00,Jan 2019,2018-01-02,Transfer,Cat,Intact Male,373,Domestic Shorthair Mix,Orange Tabby,1,365.0,Intact
A731161,*Mira,2016-07-21 17:24:00,Jul 2016,2015-07-17,Adoption,Dog,Spayed Female,370,Chihuahua Shorthair Mix,Tan,1,365.0,Fixed
A674336,Max,2014-03-16 17:09:00,Mar 2014,2012-03-11,Adoption,Dog,Neutered Male,735,Chihuahua Shorthair/Dachshund,Tan,2,365.0,Fixed
A742397,Marcus,2020-03-24 13:54:00,Mar 2020,2016-11-08,Return to Owner,Dog,Neutered Male,1232,Labrador Retriever Mix,Black/White,3,365.0,Fixed
A832698,Rat,2021-05-25 11:49:00,May 2021,2011-04-18,Adoption,Dog,Neutered Male,3690,Rat Terrier Mix,Tricolor,10,365.0,Fixed
